   2.0149083e+03   2.7740740e-01   1.0000000e+02   3.0917180e-01  -3.4044148e-02
   2.0149713e+03   2.0863017e-01   1.0000000e+02   3.0287474e-01  -7.1285633e-02
   2.0150151e+03   2.0486817e-01   8.0590658e+01   2.9849418e-01  -1.0257745e-01
   2.0150589e+03   1.8032960e-01   1.0000000e+02   2.9411362e-01  -1.2520280e-01
   2.0150835e+03   1.8375014e-01   1.0000000e+02   2.9164956e-01  -1.2991169e-01
   2.0151027e+03   2.2136004e-02   2.8352255e+00   2.8973306e-01  -1.2842146e-01
   2.0151465e+03   2.0054432e-01   1.0000000e+02   2.8535250e-01  -1.0682245e-01
   2.0151903e+03   2.0665999e-01   1.0000000e+02   2.8097194e-01  -6.2734412e-02
   2.0152341e+03   1.5158241e-01   3.3579416e+00   2.7659138e-01  -5.7780079e-03
   2.0153217e+03   1.9491992e-01   2.2026360e+00   2.6783025e-01   9.2329795e-02
   2.0153901e+03   3.9383824e-01   1.0000000e+02   2.6098563e-01   1.1305219e-01
   2.0154093e+03   3.4985218e-01   5.7810985e+01   2.5906913e-01   1.0926906e-01
   2.0154339e+03   2.7103330e-01   8.9845602e+00   2.5660507e-01   9.9927104e-02
   2.0154531e+03   3.5106511e-01   1.0000000e+02   2.5468857e-01   9.0310642e-02
   2.0155216e+03   3.1681555e-01   1.0000000e+02   2.4784394e-01   5.4592204e-02
   2.0155407e+03   3.0125073e-01   1.0000000e+02   2.4592745e-01   4.7709665e-02
   2.0157844e+03   2.4295485e-01   1.0000000e+02   2.2156057e-01   2.7723441e-02
   2.0159596e+03   7.5573036e-02   1.0000000e+02   2.0403833e-01  -1.4231884e-01
   2.0160034e+03  -3.5235359e-02   9.4627638e+00   1.9965777e-01  -1.4891423e-01
   2.0160472e+03  -1.8532831e-02   4.6887955e+00   1.9527721e-01  -1.2901799e-01
   2.0160910e+03  -8.0518664e-02   1.7907461e+00   1.9089665e-01  -8.8983242e-02
   2.0161348e+03   1.3850336e-01   5.3084761e+01   1.8651608e-01  -4.0719734e-02
   2.0162416e+03   8.2202656e-02   4.2429425e+00   1.7583847e-01   3.8440833e-02
   2.0162663e+03   1.4035789e-01   6.1845738e+00   1.7337440e-01   4.2695154e-02
   2.0162854e+03   3.8751781e-01   7.1915783e+00   4.1427105e-01   4.2943087e-02
   2.0163730e+03   4.3390751e-01   3.1645385e+01   4.1865161e-01   3.2749404e-02
   2.0164168e+03   4.5675729e-01   1.0000000e+02   4.2084189e-01   3.6917381e-02
   2.0164606e+03   4.7064331e-01   1.0000000e+02   4.2303217e-01   5.3837999e-02
   2.0164853e+03   5.2508854e-01   1.0000000e+02   4.2426420e-01   6.7981646e-02
   2.0165044e+03   4.4361321e-01   1.3131142e+01   4.2522245e-01   8.0170655e-02
   2.0165291e+03   5.4998836e-01   1.0000000e+02   4.2645448e-01   9.5792659e-02
   2.0165729e+03   5.2899639e-01   5.2731344e+01   4.2864476e-01   1.1718613e-01
   2.0166167e+03   5.6352778e-01   1.0000000e+02   4.3083504e-01   1.2117281e-01
   2.0167043e+03   5.1952425e-01   1.0000000e+02   4.3521561e-01   5.8979636e-02
   2.0167235e+03   4.6670919e-01   1.0000000e+02   4.3617385e-01   3.5286578e-02
   2.0167481e+03   4.6955756e-01   1.0000000e+02   4.3740589e-01   2.5425380e-03
   2.0168549e+03   4.8275443e-02   7.0268946e-01   4.4274470e-01  -1.1116258e-01
   2.0168795e+03   3.4697373e-01   1.0000000e+02   4.4397673e-01  -1.2044616e-01
   2.0168987e+03   2.9485681e-01   1.0000000e+02   4.4493498e-01  -1.2229359e-01
   2.0169233e+03   2.7556394e-01   1.4097592e+01   4.4616701e-01  -1.1834548e-01
   2.0169425e+03   3.1153917e-01   1.0000000e+02   4.4712526e-01  -1.1114232e-01
   2.0170301e+03   3.9335242e-01   1.0000000e+02   4.5150582e-01  -5.8848686e-02
   2.0170548e+03   2.1758031e-01   1.9428440e+00   4.5273785e-01  -4.6496323e-02
   2.0170739e+03   3.9376852e-01   2.8510889e+01   4.5369610e-01  -3.9430584e-02
   2.0171177e+03   4.0513568e-01   1.0000000e+02   4.5588638e-01  -3.2649833e-02
   2.0172053e+03   4.0833181e-01   9.1159168e+01   4.6026694e-01  -4.2330341e-02
   2.0172300e+03   3.8572363e-01   1.6107903e+01   4.6149897e-01  -4.2930856e-02
   2.0172738e+03   3.7506112e-01   1.5526334e+01   4.6368925e-01  -3.3099767e-02
   2.0172930e+03   3.9259042e-01   1.5742114e+01   4.6464750e-01  -2.3338601e-02
   2.0173368e+03   4.7692763e-01   1.0000000e+02   4.6683778e-01   1.1314521e-02
   2.0174244e+03   5.2215965e-01   4.5691912e+01   4.7121834e-01   1.0468173e-01
   2.0174682e+03   6.0541307e-01   1.0000000e+02   4.7340862e-01   1.3878713e-01
   2.0174928e+03   6.2348992e-01   1.0000000e+02   4.7464066e-01   1.4820547e-01
   2.0175120e+03   6.1064649e-01   3.7334245e+01   4.7559890e-01   1.4971051e-01
   2.0175996e+03   5.7380152e-01   1.0000000e+02   4.7997947e-01   9.5287367e-02
   2.0176242e+03   5.2890735e-01   1.0000000e+02   4.8121150e-01   6.7683913e-02
   2.0176680e+03   5.0350439e-01   7.1396881e+01   4.8340178e-01   1.7024755e-02
   2.0177118e+03   4.3507293e-01   1.0000000e+02   4.8559206e-01  -2.4852145e-02
   2.0178186e+03   4.0531520e-01   1.0000000e+02   4.9093087e-01  -5.4886951e-02
   2.0179062e+03   2.7840751e-01   3.2194095e+00   4.9531143e-01  -4.1036967e-02
   2.0179309e+03   4.2777737e-01   2.6292205e+01   4.9654346e-01  -4.1850545e-02
   2.0179747e+03   4.4312952e-01   1.0000000e+02   4.9873374e-01  -5.3070338e-02
   2.0179938e+03   4.4769086e-01   1.0000000e+02   4.9969199e-01  -6.1566501e-02
   2.0180623e+03   4.5495746e-01   1.0000000e+02   5.0311431e-01  -9.8162660e-02
   2.0180815e+03   3.8595396e-01   8.6966708e+01   5.0407255e-01  -1.0627478e-01
   2.0181061e+03   3.7503514e-01   1.0000000e+02   5.0530459e-01  -1.1259342e-01
   2.0181937e+03   4.0856741e-01   1.0000000e+02   5.0968515e-01  -7.9811433e-02
   2.0182129e+03   4.2319083e-01   1.0000000e+02   5.1064339e-01  -6.0709035e-02
   2.0182375e+03   3.8450596e-01   9.6949246e+00   5.1187543e-01  -3.1577929e-02
   2.0183443e+03   6.5269428e-01   1.0000000e+02   5.1721424e-01   9.9166877e-02
   2.0183689e+03   5.9290778e-01   2.7946048e+01   5.1844627e-01   1.1727094e-01
   2.0183881e+03   6.1663941e-01   1.0000000e+02   5.1940452e-01   1.2597529e-01
   2.0184565e+03   6.4811705e-01   1.0000000e+02   5.2282683e-01   1.1898420e-01
   2.0184757e+03   6.2985284e-01   1.0000000e+02   5.2378508e-01   1.0847928e-01
   2.0185003e+03   5.5317747e-01   1.7312642e+01   5.2501711e-01   9.1933902e-02
   2.0186318e+03   5.3955604e-01   1.0000000e+02   5.3158795e-01   2.3537071e-02
   2.0186947e+03   5.4459820e-01   1.0000000e+02   5.3473648e-01   2.5554178e-02
   2.0187194e+03   5.4154856e-01   1.0000000e+02   5.3596851e-01   2.8357310e-02
   2.0187632e+03   5.0449228e-01   1.6239255e+01   5.3815880e-01   2.8244655e-02
   2.0188070e+03   5.7629081e-01   1.0000000e+02   5.4034908e-01   1.4603721e-02
   2.0188700e+03   3.7647048e-01   6.4341284e+01   4.4024641e-01  -3.3275639e-02
   2.0188946e+03   3.8089299e-01   1.0000000e+02   4.4209446e-01  -5.8300820e-02
   2.0189384e+03   3.0484793e-01   9.4617165e+00   4.4537988e-01  -1.0299281e-01
   2.0189576e+03   1.9465118e-01   3.1859831e+00   4.4681725e-01  -1.1983374e-01
   2.0189822e+03   2.3592384e-01   7.9027789e+00   4.4866530e-01  -1.3668703e-01
   2.0190014e+03   3.2030299e-01   1.0000000e+02   4.5010267e-01  -1.4498694e-01
   2.0190698e+03   2.6158315e-01   1.2673347e+01   4.5523614e-01  -1.3347696e-01
   2.0192012e+03   3.7589085e-01   6.7314153e+00   4.6509240e-01   7.9237351e-03
   2.0192204e+03   4.8305296e-01   3.8308612e+01   4.6652977e-01   2.7000919e-02
   2.0192642e+03   5.2325642e-01   1.0000000e+02   4.6981520e-01   5.7862458e-02
   2.0192888e+03   5.3574530e-01   1.0000000e+02   4.7166324e-01   6.6491588e-02
   2.0193326e+03   5.5738747e-01   1.0000000e+02   4.7494867e-01   6.8006329e-02
   2.0193518e+03   5.1036047e-01   9.8664153e+00   4.7638604e-01   6.4661076e-02
   2.0194832e+03   5.4724282e-01   1.0000000e+02   4.8624230e-01   5.0749594e-02
   2.0195079e+03   5.1738807e-01   2.1673445e+01   4.8809035e-01   5.8191843e-02
   2.0195270e+03   4.9628295e-01   1.0304112e+01   4.8952772e-01   6.6012647e-02
   2.0195517e+03   4.5218083e-01   5.1423162e+00   4.9137577e-01   7.7500456e-02
